,video,video_condition,im_condition,pred_val,word_start,word_end,resp_exp_fear,rt_exp_fear,resp_current_anxiety,rt_current_anxiety,video_start,video_end,resp_fear,resp_anxiety,resp_arousal,resp_valence,rt_fear,rt_anxiety,rt_arousal,rt_valence,participant_num,video_hp,video_scr,base_ECG,base_scr,trial_num,Unnamed: 26
475,social_high_5.m4v,2,2,1,996.301,999.301,0.371,4.755,0.384,1.201,1008.981,1028.971,0.547,0.641,0.72,0.57,1.235,1.251,1.518,2.019,124,0.938,0,0.709,0.028,18,
476,social_high_6.mov,2,2,1,1044.487,1047.487,0.455,2.486,0.471,1.202,1055.9,1076.423,0.523,0.394,0.754,0.497,5.289,2.72,1.585,2.353,124,1.022,0,0.709,0.028,19,
477,spider_high_1.mov,3,2,2,1097.863,1100.863,0.489,5.74,0.5,0.567,1110.894,1130.866,0.558,0.589,0.86,0.274,2.92,1.402,1.118,1.986,124,0.93,0,0.709,0.028,20,
478,social_low_3.m4v,2,1,2,1147.785,1150.785,0.5,3.22,0.515,1.101,1158.83,1178.953,0.117,0.155,0.88,0.862,2.636,1.535,2.236,1.285,124,0.989,0,0.709,0.028,21,
479,heights_low_5.m4v,1,1,2,1196.138,1199.138,0.425,2.036,0.517,0.751,1210.654,1230.627,0.184,0.146,0.816,0.806,2.97,1.669,1.569,1.885,124,0.8,0.111,0.709,0.028,22,
480,heights_high_2.mov,1,2,1,1248.212,1251.212,0.363,9.844,0.466,0.718,1270.503,1291.36,0.714,0.818,0.936,0.463,1.602,1.235,1.468,3.504,124,0.984,0.101,0.709,0.028,23,
481,heights_high_6.mov,1,2,1,1308.662,1311.662,0.571,2.553,0.577,1.702,1324.647,1345.136,0.645,0.7,0.955,0.496,2.787,1.368,1.885,0.501,124,1.051,0.105,0.709,0.028,24,
482,spider_low_2.mov,3,1,2,1435.069,1438.069,0.463,1.652,0.5,1.001,1444.445,1464.969,0.307,0.282,0.851,0.661,2.353,1.285,1.652,1.101,124,0.965,0,0.709,0.028,25,
483,spider_high_3.mov,3,2,1,1480.853,1483.853,0.423,1.735,0.466,1.335,1491.648,1511.754,0.571,0.593,0.831,0.323,3.237,1.118,2.486,1.001,124,0.921,0.11,0.709,0.028,26,
484,spider_low_6.m4v,3,1,1,1529.089,1532.089,0.41,3.104,0.475,0.968,1541.887,1562.377,0.396,0.458,0.73,0.536,2.67,1.168,1.769,1.869,124,1.018,0.105,0.709,0.028,27,
485,social_low_1.m4v,2,1,2,1579.345,1582.345,0.415,2.82,0.537,1.318,1591.208,1611.998,0.034,0.034,0.627,0.924,1.218,1.218,1.819,2.169,124,0.81,0,0.709,0.028,28,
486,heights_low_4.m4v,1,1,2,1627.915,1630.915,0.395,6.457,0.523,0.634,1646.736,1667.727,0.463,0.573,0.898,0.691,3.154,1.385,1.936,1.335,124,0.817,0,0.709,0.028,29,
487,social_high_1.mov,2,2,2,1685.028,1688.028,0.437,6.007,0.5,1.302,1699.06,1719.099,0.382,0.553,0.766,0.846,3.604,3.32,1.618,1.085,124,0.961,0.111,0.709,0.028,30,
488,social_high_4_replacement.mov,2,2,1,1738.22,1741.22,0.44,3.237,0.582,1.168,1751.351,1771.624,0.341,0.457,0.695,0.371,3.037,2.153,2.403,0.968,124,,0.108,0.709,0.028,31,
489,social_low_6.m4v,2,1,1,1789.677,1792.677,0.434,2.953,0.525,0.484,1799.838,1819.227,0.448,0.625,0.758,0.644,1.035,0.751,1.652,0.834,124,0.903,0,0.709,0.028,32,
490,spider_high_2.m4v,3,2,2,1832.991,1835.992,0.493,1.735,0.366,1.736,1843.186,1863.209,0.581,0.492,0.801,0.177,1.652,0.718,1.218,1.118,124,0.995,0.111,0.709,0.028,33,
491,heights_low_1.m4v,1,1,2,1877.407,1880.407,0.462,5.072,0.513,0.785,1894.993,1915.968,0.188,0.192,0.796,0.902,2.002,1.068,1.118,0.934,124,0.936,0,0.709,0.028,34,
492,heights_high_4.m4v,1,2,1,1930.583,1933.583,0.473,3.838,0.519,0.768,1946.917,1967.191,0.623,0.665,0.849,0.471,2.52,0.868,1.335,1.352,124,1,0,0.709,0.028,35,
493,heights_high_1.m4v,1,2,1,1982.757,1985.757,0.481,1.602,0.519,0.601,1996.689,2017.079,0.687,0.716,0.846,0.375,2.202,1.001,1.202,1.702,124,0.895,0,0.709,0.028,36,
494,social_low_2.mov,2,1,2,10.078,13.104,0.172,3.754,0,1.652,24.311,45.654,0.174,0.148,0.005,0.231,3.07,1.352,4.389,3.638,126,0.892,0.097,0.897,0.086,1,
495,heights_high_6.mov,1,2,2,67.625,70.627,0.133,3.904,0,0.768,84.044,104.55,0,0,1,0.76,2.67,1.502,1.435,7.909,126,1.038,0.105,0.897,0.086,2,
496,heights_high_4.m4v,1,2,1,127.574,130.575,0.013,2.102,0,0.734,142.158,162.467,0,0.186,1,1,2.169,2.887,2.069,2.92,126,1.043,0,0.897,0.086,3,
497,heights_low_4.m4v,1,1,1,182.001,185.002,0.002,1.619,0.005,1.302,196.668,217.694,0,0,0.505,0.804,2.053,0.401,2.603,1.819,126,1.082,0,0.897,0.086,4,
498,spider_high_3.mov,3,2,2,234.076,237.078,0.505,2.67,0.796,2.62,246.123,266.246,0.227,0.816,0,0,8.276,1.135,1.785,5.74,126,0.949,0.219,0.897,0.086,5,
499,spider_high_6.mov,3,2,1,292.69,295.691,0.5,1.452,0.773,2.82,303.703,323.327,0.223,0.503,0,0,5.273,2.486,2.82,1.318,126,0.972,0,0.897,0.086,6,
500,spider_low_6.m4v,3,1,1,344.714,347.715,0.512,5.423,0.518,1.485,360.365,380.891,0,0.2,0.802,0.487,2.436,1.335,1.318,2.637,126,0.932,0,0.897,0.086,7,
501,heights_low_1.m4v,1,1,2,398.123,401.124,0,1.302,0,0.434,411.605,432.598,0,0,0.18,1,6.524,0.834,2.92,0.834,126,0.965,0,0.897,0.086,8,
502,spider_low_2.mov,3,1,2,453.201,456.202,0,3.153,0,0.651,464.747,485.304,0.505,0.046,1,0.67,2.437,0.484,4.055,2.386,126,0.927,0,0.897,0.086,9,
503,social_low_4.m4v,2,1,2,504.157,507.158,0,1.202,0.251,1.435,513.534,534.277,0,0,0,0.814,2.753,0.384,1.468,4.605,126,0.804,0,0.897,0.086,10,
504,social_high_1.mov,2,2,1,552.978,555.978,0,8.927,0.075,0.584,569.229,589.302,0,0.491,1,1,2.92,1.669,2.753,0.951,126,0.89,0,0.897,0.086,11,
505,social_high_3.mov,2,2,1,607.088,610.088,0.205,2.086,0,0.734,617.65,638.023,0.503,0.805,0.848,0,3.07,1.302,2.836,1.502,126,0.873,0.107,0.897,0.086,12,
506,spider_low_4.m4v,3,1,2,728.739,731.739,0.145,4.405,0,0.851,740.736,761.244,0.55,0.261,0.811,0.194,2.77,1.151,3.387,0.985,126,0.987,0,0.897,0.086,13,
507,spider_high_4.m4v,3,2,1,779.028,782.028,0.155,1.719,0,0.401,789.89,810.365,0.667,0.248,0.504,0,3.187,3.671,2.303,2.87,126,0.912,0,0.897,0.086,14,
508,social_low_5.m4v,2,1,2,831.903,834.904,0,3.604,0,0.351,842.598,862.59,0,0,0,1,2.203,0.317,1.836,1.218,126,0.92,0,0.897,0.086,15,
509,heights_high_1.m4v,1,2,2,877.67,880.671,0,0.668,0,0.3,890.384,910.792,0.216,0.481,1,0.487,4.255,2.42,1.318,1.969,126,0.957,0,0.897,0.086,16,
510,heights_low_5.m4v,1,1,1,930.245,933.245,0,1.151,0,0.284,943.427,963.418,0.223,0,1,1,2.203,0.267,1.018,0.935,126,0.868,0,0.897,0.086,17,
511,spider_high_1.mov,3,2,2,977.331,980.331,0.22,0.851,0,0.367,985.273,1005.279,0.776,0.475,0.826,0.046,2.236,1.969,2.002,0.951,126,0.918,0.111,0.897,0.086,18,
512,spider_low_1.m4v,3,1,1,1021.93,1024.93,0.16,1.852,0,0.417,1031.941,1052.183,0.2,0.157,0.214,0,1.936,0.567,1.769,1.135,126,0.961,0,0.897,0.086,19,
513,heights_high_3.m4v,1,2,2,1067.08,1070.08,0,2.336,0,0.217,1081.379,1102.005,0.515,0.214,1,0.761,6.574,0.468,1.085,2.453,126,1.081,0.104,0.897,0.086,20,
514,heights_low_2.m4v,1,1,1,1122.074,1125.074,0,1.035,0,0.317,1135.155,1155.18,0,0,1,1,1.702,0.434,0.801,0.567,126,0.932,0,0.897,0.086,21,
515,social_high_2.mov,2,2,2,1168.175,1171.175,0,1.619,0,0.217,1177.752,1198.726,0.505,0.264,0.801,0,3.287,1.135,3.02,1.285,126,0.958,0,0.897,0.086,22,
516,social_low_6.m4v,2,1,1,1216.946,1219.946,0,2.57,0,0.384,1228.642,1248.067,0,0,0.801,0.8,4.138,0.284,3.337,2.319,126,0.988,0,0.897,0.086,23,
517,social_high_6.mov,2,2,1,1267.635,1270.635,0,1.218,0,0.167,1275.744,1296.301,0.243,0.497,0.74,0.131,4.405,0.601,2.203,1.702,126,0.985,0.105,0.897,0.086,24,
518,social_high_5.m4v,2,2,2,1387.284,1390.284,0,1.535,0,0.217,1396.778,1416.786,0.242,0.511,0.487,0.225,2.803,0.351,2.019,2.736,126,0.888,0.111,0.897,0.086,25,
519,social_low_1.m4v,2,1,1,1434.186,1437.186,0,1.185,0,0.067,1442.178,1462.987,0,0,0.784,1,1.535,0.868,1.969,0.868,126,0.89,0,0.897,0.086,26,
520,social_high_4_replacement.mov,2,2,1,1477.717,1480.718,0,1.519,0.163,0.1,1486.076,1506.383,0.239,0.509,0.768,0.189,2.436,0.751,1.435,1.168,126,0.949,0.107,0.897,0.086,27,
521,heights_low_3.mov,1,1,2,1521.666,1524.666,0,2.002,0,0.467,1535.881,1554.386,0,0,1,1,1.986,0.868,0.834,0.267,126,0.882,0,0.897,0.086,28,
522,spider_low_3.m4v,3,1,2,1567.833,1570.834,0.121,1.769,0,0.267,1576.61,1597.286,0.235,0,0.502,0.515,2.336,0.384,4.021,1.018,126,0.932,0,0.897,0.086,29,
523,heights_high_5.mov,1,2,2,1614.535,1617.535,0,4.572,0,0.267,1631.12,1651.143,0.511,0.658,1,0.765,2.269,0.751,1.302,1.352,126,0.983,0.111,0.897,0.086,30,
524,heights_low_6.m4v,1,1,1,1666.309,1669.309,0,11.53,0.078,0.234,1689.818,1707.825,0.5,0.136,1,1,1.519,0.951,0.951,1.135,126,0.774,0.143,0.897,0.086,31,
525,heights_high_2.mov,1,2,1,1721.87,1724.871,0,0.701,0,0.267,1734.584,1755.458,0.483,0.243,1,0.793,6.124,1.001,0.951,1.785,126,1.004,0.203,0.897,0.086,32,
526,spider_high_5.m4v,3,2,2,1774.812,1777.813,0,1.819,0,0.284,1783.655,1804.165,0.246,0.248,0.226,0,3.22,2.019,1.585,1.869,126,0.95,0,0.897,0.086,33,
527,spider_high_2.m4v,3,2,1,1822.348,1825.349,0.136,2.019,0,0.434,1833.544,1853.602,0.205,0.168,0.787,0.151,3.271,0.467,2.62,2.036,126,0.979,0,0.897,0.086,34,
528,spider_low_5.mov,3,1,1,1871.486,1874.486,0.157,0.918,0,0.351,1880.496,1900.819,0.515,0.506,0.809,0,2.353,0.751,2.269,0.451,126,0.96,0.107,0.897,0.086,35,
529,social_low_3.m4v,2,1,2,1916.135,1919.136,0,0.734,0,0.334,1925.946,1946.105,0,0,0.483,1,1.669,0.551,4.939,0.768,126,1.001,0,0.897,0.086,36,
530,heights_low_2.m4v,1,1,2,10.044,13.068,0.209,4.105,0.062,2.153,28.081,48.071,0.091,0.034,0.5,0.645,3.087,1.585,4.472,2.219,128,0.879,0.111,0.719,0.045,1,
531,heights_high_3.m4v,1,2,1,68.943,71.943,0.118,1.285,0.099,1.669,83.626,104.216,0,0.217,0.5,0.595,1.168,1.569,1.602,2.086,128,0.886,0,0.719,0.045,2,
532,spider_high_5.m4v,3,2,2,120.133,123.133,0.208,1.702,0.337,1.218,131.779,152.252,0.35,0.175,0.31,0.372,1.535,2.303,4.171,2.336,128,0.812,0,0.719,0.045,3,
533,heights_high_4.m4v,1,2,2,172.09,175.09,0.165,1.702,0.053,1.001,186.522,206.796,0.07,0,0.5,0.5,3.521,1.668,0.367,0.267,128,0.847,0,0.719,0.045,4,
534,heights_low_6.m4v,1,1,1,222.112,225.112,0.063,2.653,0.102,0.868,237.379,255.367,0.004,0,0.5,1,1.735,0.834,1.201,0.701,128,0.607,0,0.719,0.045,5,
535,social_high_2.mov,2,2,2,269.331,272.331,0.247,1.201,0.188,1.702,280.96,301.901,0.218,0.243,0.5,0.498,1.685,0.918,0.801,1.402,128,0.872,0,0.719,0.045,6,
536,social_low_4.m4v,2,1,1,316.199,319.199,0.226,4.372,0.154,1.819,330.114,350.838,0.019,0.027,0.499,0.499,3.137,1.385,1.201,0.634,128,0.792,0,0.719,0.045,7,
537,social_high_1.mov,2,2,1,366.688,369.688,0.05,1.568,0.089,0.868,375.848,395.887,0.109,0.278,0.5,0.5,1.752,0.784,0.834,0.684,128,0.852,0.111,0.719,0.045,8,
538,spider_high_2.m4v,3,2,2,409.435,412.436,0.167,2.987,0.212,1.151,421.298,441.323,0.259,0.296,0.5,0.5,1.452,0.784,1.118,0.434,128,0.828,0,0.719,0.045,9,
539,spider_low_6.m4v,3,1,1,454.602,457.602,0.199,2.269,0.202,1.852,465.447,485.938,0.118,0.06,0.5,0.5,2.937,2.353,2.703,0.167,128,0.753,0,0.719,0.045,10,
540,spider_low_2.mov,3,1,1,503.589,506.589,0.218,1.669,0.134,1.468,513.45,533.973,0.115,0.129,0.365,0.733,3.12,0.801,1.835,0.684,128,0.723,0,0.719,0.045,11,
541,social_low_1.m4v,2,1,2,549.907,552.907,0.169,1.152,0.185,1.235,559.017,579.824,0.107,0.15,0.5,0.5,2.169,0.768,0.35,0.184,128,,0,0.719,0.045,12,
542,spider_low_3.m4v,3,1,2,665.001,668.001,0.106,2.837,0.108,1.135,675.696,696.336,0.114,0.213,0.443,0.668,1.735,1.185,4.238,1.335,128,0.776,0,0.719,0.045,13,
543,spider_high_1.mov,3,2,1,714.322,717.322,0.128,3.738,0.113,0.684,727.47,747.442,0.258,0.215,0.503,0.5,1.468,1.018,0.451,0.15,128,0.681,0.111,0.719,0.045,14,
544,heights_high_5.mov,1,2,2,760.022,763.023,0.228,3.354,0.137,0.918,776.023,796.012,0.13,0.424,0.573,0.5,2.403,1.735,2.653,0.017,128,0.766,0.111,0.719,0.045,15,
545,social_low_6.m4v,2,1,2,812.313,815.314,0.194,5.122,0.21,1.018,825.177,844.567,0,0.162,0.224,0.512,1.218,2.786,3.788,0.768,128,0.785,0.119,0.719,0.045,16,
546,social_high_3.mov,2,2,1,862.619,865.619,0.194,1.619,0.219,1.685,872.647,893.003,0.046,0.108,0.5,0.5,1.535,0.551,0.284,0.15,128,0.617,0.107,0.719,0.045,17,
547,spider_low_5.mov,3,1,2,905.016,908.016,0,0.868,0.141,1.335,914.943,935.249,0,0.343,0.5,0.5,0.851,1.352,0.484,0.067,128,0.625,0,0.719,0.045,18,
548,spider_high_4.m4v,3,2,1,947.496,950.496,0.21,1.185,0.16,1.085,956.489,976.946,0.233,0.228,0.5,0.5,2.503,1.368,0.634,0.534,128,0.813,0,0.719,0.045,19,
549,heights_low_4.m4v,1,1,2,991.478,994.478,0.044,1.819,0.176,0.851,1005.877,1026.885,0,0,0.5,1,1.285,0.784,0.684,0.651,128,0.65,0.1,0.719,0.045,20,
550,heights_high_2.mov,1,2,1,1039.781,1042.781,0,0.651,0.139,0.934,1053.096,1073.953,0,0.163,0.5,0.5,0.751,0.751,0.701,0.3,128,0.65,0.101,0.719,0.045,21,
551,heights_low_5.m4v,1,1,1,1085.949,1088.949,0,0.801,0.165,0.651,1099.13,1119.103,0,0,0.527,0.772,2.319,0.517,1.552,0.935,128,0.811,0.111,0.719,0.045,22,
552,social_high_5.m4v,2,2,2,1133.918,1136.919,0.053,4.305,0.072,1.685,1147.634,1167.623,0.118,0.212,0.408,0.413,0.784,0.534,1.335,0.484,128,0.785,0.111,0.719,0.045,23,
553,social_low_5.m4v,2,1,1,1180.253,1183.253,0.5,0.1,0,1.502,1190.581,1210.537,0,0,0.188,0.5,1.502,0.518,1.735,0.334,128,0.642,0.112,0.719,0.045,24,
554,spider_high_6.mov,3,2,2,1320.725,1323.725,0,1.769,0,1.318,1332.537,1352.143,0,0.184,0.5,0.798,2.019,1.802,0.451,4.438,128,0.899,0,0.719,0.045,25,
555,spider_high_3.mov,3,2,1,1370.346,1373.346,0.063,2.186,0.122,0.751,1380.007,1400.113,0.304,0.177,0.491,0.319,2.737,1.735,2.853,5.056,128,0.574,0,0.719,0.045,26,
556,social_high_6.mov,2,2,2,1421.986,1424.987,0.036,1.685,0,1.051,1433.449,1453.972,0.066,0.082,0.501,0.5,3.003,5.723,0.367,0.234,128,0.927,0,0.719,0.045,27,
557,social_high_4_replacement.mov,2,2,1,1472.793,1475.793,0,0.901,0.031,0.951,1482.37,1502.643,0.138,0,0.464,0.5,5.573,2.386,4.805,0.384,128,0.918,0,0.719,0.045,28,
558,heights_high_1.m4v,1,2,2,1525.284,1528.284,0.138,2.119,0.061,0.701,1539.833,1560.224,0,0.125,0.499,0.5,2.319,0.784,0.784,0.501,128,0.903,0.106,0.719,0.045,29,
559,social_low_2.mov,2,1,2,1574.105,1577.105,0.369,22.241,0.149,1.735,1604.805,1626.13,0.078,0.48,0.476,0,9.06,0.517,3.654,2.369,128,0.889,0.097,0.719,0.045,30,
560,social_low_3.m4v,2,1,1,1651.223,1654.223,0.136,21.791,0.074,0.751,1680.489,1700.612,0.244,0.03,0.347,0.302,12.147,0.968,30.551,1.852,128,0.884,0,0.719,0.045,31,
561,spider_low_4.m4v,3,1,2,1755.622,1758.622,0.051,49.071,0,1.135,1812.551,1833.042,0.141,0.145,0.352,0.5,4.739,1.218,1.402,0.567,128,0.889,0,0.719,0.045,32,
562,spider_low_1.m4v,3,1,1,1850.46,1853.46,0.105,16.335,0.074,1.101,1875.62,1895.844,0.025,0.04,0.499,0.5,1.452,0.601,0.684,0.334,128,0.654,0,0.719,0.045,33,
563,heights_low_1.m4v,1,1,2,1908.407,1911.407,0.066,0.818,0.073,0.55,1921.504,1942.479,0.032,0.16,0.499,0.675,1.368,0.517,3.154,0.634,128,0.834,0,0.719,0.045,34,
564,heights_high_6.mov,1,2,1,1957.645,1960.645,0.031,2.202,0.068,1.686,1973.262,1993.752,0.052,0.148,0.498,0.5,1.368,1.051,0.617,0.701,128,0.836,0.105,0.719,0.045,35,
565,heights_low_3.mov,1,1,1,2006.982,2009.983,0.058,1.151,0.103,0.901,2020.764,2039.252,0,0.101,0.501,0.716,1.285,1.118,0.884,0.818,128,0.778,0.134,0.719,0.045,36,
566,social_low_5.m4v,2,1,2,10.061,13.087,0.006,3.104,0.011,2.92,24.912,44.903,0.019,0.016,0.02,1,3.154,1.452,1.436,1.836,129,0.781,0,0.74,0.048,1,
567,social_high_3.mov,2,2,1,62.285,65.286,0.002,2.386,0.011,1.101,72.531,92.921,0.105,0.148,0.413,0.664,2.003,1.185,3.437,1.936,129,,0,0.74,0.048,2,
568,spider_low_5.mov,3,1,2,110.99,113.99,0.016,2.753,0.015,2.069,123.57,143.91,0.016,0.013,0.007,0.982,3.454,1.652,1.535,4.405,129,,0,0.74,0.048,3,
569,heights_low_5.m4v,1,1,2,164.465,167.466,0.007,2.92,0,1.368,180.501,200.492,0,0,0,1,2.119,0.751,1.185,1.268,129,,0,0.74,0.048,4,
570,heights_high_3.m4v,1,2,1,215.322,218.323,0,2.837,0,0.567,230.472,251.065,0.093,0.22,0.332,1,1.869,1.502,1.836,1.502,129,,0,0.74,0.048,5,
571,social_low_4.m4v,2,1,2,267.279,270.28,0.053,7.142,0.058,1.068,283.23,303.971,0,0,0,1,1.185,1.502,0.968,0.968,129,0.762,0,0.74,0.048,6,
572,social_high_6.mov,2,2,1,318.085,321.085,0,1.852,0,1.252,327.929,348.469,0.113,0.259,0.298,0.562,4.939,2.019,1.702,3.054,129,0.828,0,0.74,0.048,7,
573,spider_high_4.m4v,3,2,2,369.675,372.678,0,2.486,0,0.951,379.854,400.346,0,0,0,1,1.668,0.684,1.268,1.719,129,,0,0.74,0.048,8,
574,spider_low_1.m4v,3,1,1,415.176,418.176,0,1.535,0,0.667,424.119,444.361,0,0,0,0.774,1.986,0.601,1.669,3.087,129,,0,0.74,0.048,9,
575,spider_high_6.mov,3,2,1,461.193,464.194,0,1.051,0,0.601,471.588,491.227,0,0,0,0.72,0.851,0.634,1.018,1.101,129,0.759,0,0.74,0.048,10,
576,heights_low_3.mov,1,1,2,504.324,507.325,0,3.554,0,0.634,520.258,538.763,0,0,0,1,1.736,0.951,1.051,0.918,129,0.672,0.133,0.74,0.048,11,
577,heights_high_2.mov,1,2,1,552.912,555.912,0,2.303,0,0.901,567.861,588.735,0.468,0.488,0.526,0.489,2.32,2.069,2.169,2.236,129,0.718,0,0.74,0.048,12,
578,spider_high_2.m4v,3,2,2,679.819,682.819,0,0.718,0,0.584,687.861,707.919,0,0,0,0.754,1.318,0.818,1.202,3.087,129,,0.11,0.74,0.048,13,
579,spider_low_2.mov,3,1,1,723.834,726.834,0,1.285,0,0.784,734.646,755.186,0,0,0,1,1.452,0.618,0.734,0.651,129,0.766,0,0.74,0.048,14,
580,social_low_2.mov,2,1,2,768.15,771.15,0,2.353,0,1.435,778.678,800.019,0.126,0.311,0.375,0.722,2.52,0.951,2.119,2.687,129,0.75,0,0.74,0.048,15,
581,heights_high_4.m4v,1,2,2,817.805,820.805,0,2.72,0,1.519,833.789,854.064,0.255,0.266,0.393,0.743,2.837,0.851,0.701,1.418,129,,0,0.74,0.048,16,
582,social_high_4_replacement.mov,2,2,2,869.362,872.362,0,1.502,0,0.618,879.222,899.512,0.402,0.452,0.522,0.499,2.637,0.751,1.168,1.552,129,,0,0.74,0.048,17,
583,social_high_1.mov,2,2,1,915.112,918.112,0.289,2.019,0.285,0.784,924.656,944.712,0.367,0,0.684,1,1.836,1.368,2.069,0.951,129,,0,0.74,0.048,18,
584,social_low_3.m4v,2,1,1,960.429,963.429,0,3.671,0,0.518,973.36,993.502,0,0,0,1,1.652,0.651,0.784,0.985,129,,0,0.74,0.048,19,
585,spider_low_3.m4v,3,1,2,1007.064,1010.064,0,2.987,0,0.651,1017.442,1038.118,0,0,0,1,1.552,0.601,0.851,0.584,129,0.831,0,0.74,0.048,20,
586,spider_high_5.m4v,3,2,1,1051.196,1054.196,0,1.786,0,0.568,1061.29,1081.782,0,0,0,0.734,1.869,0.501,0.918,0.851,129,,0,0.74,0.048,21,
587,heights_high_5.mov,1,2,2,1095.411,1098.412,0,1.702,0,0.517,1109.377,1129.383,0.409,0.5,0.607,0.5,2.036,1.035,1.285,0.868,129,0.828,0,0.74,0.048,22,
588,heights_low_2.m4v,1,1,1,1144.099,1147.099,0,5.356,0,0.618,1161.818,1181.827,0,0,0,1,1.735,1.185,0.784,0.584,129,0.655,0.111,0.74,0.048,23,
589,heights_low_6.m4v,1,1,1,1195.606,1198.606,0,1.635,0,0.868,1209.855,1227.861,0,0,0,1,1.852,0.918,0.601,0.451,129,0.745,0,0.74,0.048,24,
590,heights_low_1.m4v,1,1,2,1316.589,1319.59,0,1.619,0,0.601,1330.555,1351.564,0,0,0,1,1.635,0.584,0.985,1.185,129,0.767,0,0.74,0.048,25,
591,social_low_1.m4v,2,1,2,1365.443,1368.444,0,1.953,0,0.818,1374.954,1395.763,0.029,0,0,0.699,1.635,0.601,0.934,1.485,129,,0,0.74,0.048,26,
592,spider_high_1.mov,3,2,2,1409.909,1412.91,0,4.422,0,2.019,1423.091,1443.08,0,0,0,0.916,2.87,0.718,2.086,1.252,129,0.768,0,0.74,0.048,27,
593,spider_low_4.m4v,3,1,1,1459.497,1462.498,0,1.869,0,0.501,1469.609,1490.101,0,0,0,1,1.669,0.518,1.151,0.818,129,0.711,0,0.74,0.048,28,
594,spider_high_3.mov,3,2,1,1503.747,1506.747,0,5.59,0,0.417,1516.494,1536.633,0,0,0,0.673,2.503,0.501,1.318,3.004,129,,0,0.74,0.048,29,
595,heights_low_4.m4v,1,1,2,1553.451,1556.452,0,1.836,0,0.484,1567.517,1588.527,0,0,0,1,2.77,0.434,0.684,0.484,129,,0,0.74,0.048,30,
596,heights_high_6.mov,1,2,1,1602.389,1605.389,0,1.518,0,0.484,1616.137,1636.644,0.115,0.222,0.284,1,7.525,0.935,1.035,0.951,129,0.727,0.105,0.74,0.048,31,
597,heights_high_1.m4v,1,2,1,1656.582,1659.582,0,1.268,0,0.534,1670.131,1690.539,0,0.184,0.185,1,3.271,1.419,2.136,0.551,129,,0,0.74,0.048,32,
598,spider_low_6.m4v,3,1,2,1707.405,1710.405,0,2.97,0,0.518,1719.635,1740.144,0,0,0,0.937,1.152,0.634,5.056,1.268,129,,0,0.74,0.048,33,
599,social_high_2.mov,2,2,2,1757.744,1760.744,0,1.085,0,0.384,1765.936,1786.894,0.16,0.261,0.623,0.025,1.902,1.719,1.118,2.069,129,0.784,0.201,0.74,0.048,34,
600,social_high_5.m4v,2,2,1,1803.194,1806.195,0.358,2.653,0.543,1.185,1815.775,1835.767,0.302,0.51,0.5,1,1.752,0.551,1.235,0.901,129,0.764,0,0.74,0.048,35,
601,social_low_6.m4v,2,1,1,1849.696,1852.696,0.014,2.803,0,0.434,1860.675,1880.082,0,0,0,1,0.968,0.367,1.185,0.467,129,0.819,0,0.74,0.048,36,
602,heights_low_3.mov,1,1,2,10.044,13.068,0.018,3.22,0.005,2.403,27.447,45.935,0,0,0.93,0.988,2.102,1.068,3.905,1.819,130,1.163,0.267,1.043,0.007,1,
603,heights_high_6.mov,1,2,1,64.321,67.321,0,2.269,0,1.335,79.655,100.144,0.615,0.813,0.987,0.325,5.022,2.953,2.57,3.037,130,1.195,0.105,1.043,0.007,2,
604,spider_low_3.m4v,3,1,2,123.22,126.22,0.014,2.653,0.009,1.468,136.067,156.708,0.015,0.003,0.252,0.502,3.771,2.536,4.672,3.037,130,1.208,0,1.043,0.007,3,
605,spider_high_4.m4v,3,2,1,180.216,183.216,0.014,2.903,0,1.485,191.328,211.785,0.578,0.728,0.764,0.161,5.756,3.07,3.254,4.271,130,1.177,0,1.043,0.007,4,
606,social_low_2.mov,2,1,2,237.629,240.63,0.5,2.887,0.593,1.719,249.976,271.301,0.238,0.646,0.993,0.413,2.653,2.052,4.038,8.126,130,1.072,0,1.043,0.007,5,
607,heights_high_4.m4v,1,2,2,297.662,300.662,0,1.702,0.005,1.402,312.495,332.769,0.498,0.577,0.792,0.572,6.107,3.104,4.672,4.438,130,1.173,0.216,1.043,0.007,6,
608,heights_low_1.m4v,1,1,1,360.582,363.582,0.012,2.77,0.007,4.405,379.486,400.46,0,0.009,0.496,0.856,1.786,1.085,2.503,3.654,130,1.148,0,1.043,0.007,7,
609,spider_low_6.m4v,3,1,2,418.98,421.98,0.015,5.022,0.008,1.235,432.962,453.452,0.01,0,0.271,0.5,3.087,1.151,2.97,2.319,130,1.148,0,1.043,0.007,8,
610,spider_high_5.m4v,3,2,1,472.472,475.472,0.009,2.936,0.003,1.001,483.134,503.607,0.222,0.243,0.394,0.256,3.571,2.219,3.304,2.419,130,1.143,0,1.043,0.007,9,
611,social_low_5.m4v,2,1,2,524.613,527.613,0.285,1.735,0.004,3.32,538.395,558.352,0,0,0.149,0.5,1.685,0.818,2.87,1.268,130,1.125,0,1.043,0.007,10,
612,social_high_4_replacement.mov,2,2,1,574.485,577.485,0.199,30.784,0.023,1.969,613.962,634.234,0.613,0.862,0.938,0.07,5.356,2.036,2.67,3.137,130,1.094,0,1.043,0.007,11,
613,social_high_2.mov,2,2,1,656.926,659.926,0.097,3.17,0.021,1.819,668.639,689.579,0.723,0.714,0.871,0.171,10.328,2.503,2.203,2.269,130,1.118,0,1.043,0.007,12,
