,video,video_condition,im_condition,pred_val,word_start,word_end,resp_exp_fear,rt_exp_fear,resp_current_anxiety,rt_current_anxiety,video_start,video_end,resp_fear,resp_anxiety,resp_arousal,resp_valence,rt_fear,rt_anxiety,rt_arousal,rt_valence,participant_num,video_hp,video_scr,base_ECG,base_scr,trial_num,Unnamed: 26
0,spider_high_5.m4v,3,2,2,10.061,13.085,0.248,3.22,0.125,1.802,21.858,42.331,0.251,0.267,0.787,0.142,2.519,2.303,2.203,1.719,107,0.912,0,0.828,0.003,1,
1,spider_low_3.m4v,3,1,1,60.567,63.568,0.318,2.636,0.141,2.002,72.947,93.605,0.278,0.235,0.872,0.124,2.236,2.153,1.886,1.201,107,0.961,0,0.828,0.003,2,
2,spider_low_6.m4v,3,1,1,110.572,113.573,0.347,3.571,0.227,1.568,124.438,144.928,0.064,0.068,0.76,0.305,3.871,2.67,2.102,2.253,107,0.906,0,0.828,0.003,3,
3,heights_low_3.mov,1,1,2,165.316,168.317,0.048,2.503,0.045,2.003,181.551,200.038,0.025,0.034,0.675,0.878,1.669,1.769,1.402,2.82,107,0.921,0,0.828,0.003,4,
4,social_low_1.m4v,2,1,2,217.19,220.191,0.046,2.003,0.052,2.336,228.253,249.06,0.037,0.039,0.808,0.834,2.019,1.835,3.204,3.771,107,0.906,0,0.828,0.003,5,
5,social_high_6.mov,2,2,1,269.381,272.382,0.061,2.103,0.059,1.752,279.96,300.484,0.092,0.082,0.757,0.5,2.269,1.585,1.769,1.402,107,0.928,0,0.828,0.003,6,
6,social_low_6.m4v,2,1,1,317.001,320.001,0.042,2.336,0.046,1.635,328.697,348.086,0.044,0.337,0.507,0.491,1.669,1.652,4.288,4.238,107,0.842,0,0.828,0.003,7,
7,spider_high_6.mov,3,2,2,369.426,372.426,0.225,2.086,0.126,2.536,380.771,400.377,0.181,0.199,0.772,0.141,2.47,2.086,4.956,2.87,107,0.956,0,0.828,0.003,8,
8,heights_low_2.m4v,1,1,2,422.251,425.251,0.033,3.754,0.036,1.986,439.72,459.727,0,0.033,0.774,1,1.902,1.252,2.52,1.986,107,0.92,0,0.828,0.003,9,
9,heights_high_1.m4v,1,2,1,476.878,479.878,0.032,2.52,0.024,1.802,492.929,513.32,0.323,0.336,0.931,0.508,1.418,1.468,1.752,1.769,107,0.946,0.106,0.828,0.003,10,
10,heights_high_3.m4v,1,2,1,529.219,532.219,0.039,2.219,0.036,1.568,544.736,565.327,0.517,0.5,0.918,0.305,2.553,0.734,1.568,4.622,107,0.944,0.104,0.828,0.003,11,
11,social_high_3.mov,2,2,2,584.297,587.297,0.034,2.353,0.048,2.019,597.395,617.751,0.036,0.044,0.608,0.803,2.186,1.318,3.771,0.985,107,0.857,0,0.828,0.003,12,
12,social_low_3.m4v,2,1,2,708.651,711.651,0.052,1.902,0.055,1.168,718.445,738.569,0.549,0.036,0.404,0.5,3.687,1.769,2.803,1.285,107,0.866,0,0.828,0.003,13,
13,spider_low_4.m4v,3,1,2,757.605,760.606,0.052,1.485,0.288,1.035,768.851,789.325,0.07,0.065,0.699,0.5,1.402,1.435,3.471,1.068,107,0.857,0,0.828,0.003,14,
14,heights_high_5.mov,1,2,2,806.192,809.193,0.058,3.754,0.053,3.487,825.163,845.153,0.363,0.353,0.807,0.371,3.654,0.985,1.986,2.803,107,0.884,0.222,0.828,0.003,15,
15,heights_high_4.m4v,1,2,1,864.073,867.073,0.282,4.355,0.17,2.052,882.21,902.467,0.772,0.675,0.912,0.146,1.969,1.902,1.552,1.468,107,0.991,0.108,0.828,0.003,16,
16,heights_low_6.m4v,1,1,1,918.851,921.851,0.287,1.485,0.321,2.853,934.918,952.906,0.087,0.068,0.518,0.889,1.518,1.502,1.418,1.335,107,0.976,0,0.828,0.003,17,
17,spider_high_1.mov,3,2,2,968.172,971.172,0.267,2.57,0.218,2.403,980.869,1000.842,0.355,0.369,0.747,0.258,1.518,1.085,2.219,2.52,107,0.945,0,0.828,0.003,18,
18,spider_high_4.m4v,3,2,1,1017.677,1020.677,0.311,5.623,0.269,1.685,1031.709,1052.166,0.736,0.721,0.951,0.051,2.286,1.402,1.869,1.552,107,0.98,0.106,0.828,0.003,19,
19,spider_low_1.m4v,3,1,1,1068.767,1071.767,0.306,7.525,0.31,1.585,1084.601,1104.808,0.041,0.086,0.5,0.5,1.936,1.251,1.034,1.018,107,0.908,0,0.828,0.003,20,
20,heights_low_1.m4v,1,1,2,1119.539,1122.54,0.05,2.319,0.044,2.102,1135.69,1156.665,0.045,0.039,0.596,0.935,1.669,1.552,2.119,1.435,107,0.936,0,0.828,0.003,21,
21,social_low_2.mov,2,1,2,1172.932,1175.932,0.039,3.721,0.059,1.418,1184.795,1206.103,0.043,0.041,0.272,0.526,2.386,1.201,1.669,2.987,107,0.932,0,0.828,0.003,22,
22,social_high_2.mov,2,2,1,1223.838,1226.838,0.046,2.136,0.063,1.685,1235.384,1256.324,0.331,0.032,0.98,0.024,6.691,1.302,2.036,2.152,107,0.995,0,0.828,0.003,23,
23,social_high_1.mov,2,2,1,1277.998,1280.998,0.051,1.201,0.038,1.085,1289.01,1309.049,0.056,0.041,0.804,0.926,1.735,1.168,1.919,1.418,107,0.918,0,0.828,0.003,24,
24,social_low_4.m4v,2,1,2,1409.394,1412.394,0.068,1.318,0.059,1.468,1419.905,1440.612,0.051,0.052,0.53,0.772,2.169,1.285,1.819,1.468,107,0.863,0,0.828,0.003,25,
25,heights_low_4.m4v,1,1,2,1456.846,1459.846,0.289,1.802,0.038,2.052,1472.43,1493.421,0.048,0.03,0.797,0.978,1.985,1.268,1.351,3.971,107,0.842,0,0.828,0.003,26,
26,heights_low_5.m4v,1,1,1,1511.49,1514.49,0.059,1.368,0.056,1.819,1526.406,1546.363,0.05,0.04,0.255,0.827,4.572,1.418,2.186,3.471,107,0.861,0,0.828,0.003,27,
27,heights_high_6.mov,1,2,1,1567.502,1570.502,0.055,2.419,0.06,1.051,1582.702,1603.175,0.631,0.369,0.814,0.359,1.585,0.768,1.702,2.053,107,0.891,0.211,0.828,0.003,28,
28,spider_low_2.mov,3,1,2,1618.775,1621.775,0.044,1.435,0.06,1.635,1628.569,1649.093,0.121,0.105,0.707,0.651,2.002,1.018,1.001,2.203,107,0.892,0,0.828,0.003,29,
29,spider_high_3.mov,3,2,1,1664.81,1667.81,0.141,1.902,0.102,1.301,1675.738,1695.844,0.407,0.375,0.907,0.146,2.47,1.101,1.285,4.105,107,0.92,0,0.828,0.003,30,
30,spider_high_2.m4v,3,2,1,1714.298,1717.298,0.183,3.504,0.18,1.352,1725.877,1745.9,0.26,0.321,0.923,0.052,1.635,0.868,1.101,1.285,107,0.96,0.111,0.828,0.003,31,
31,heights_high_2.mov,1,2,2,1760.282,1763.282,0.103,1.785,0.092,1.485,1775.282,1796.139,0.769,0.481,0.963,0.251,1.752,2.153,1.185,1.986,107,1.043,0.203,0.828,0.003,32,
32,spider_low_5.mov,3,1,2,1812.707,1815.707,0.236,2.269,0.027,2.236,1825.938,1846.244,0.079,0.063,0.059,0.462,2.136,0.884,2.303,2.219,107,1.001,0,0.828,0.003,33,
33,social_low_5.m4v,2,1,2,1863.279,1866.279,0.053,2.203,0.052,2.019,1876.227,1896.184,0.048,0.044,0.694,0.842,1.285,0.918,0.985,1.118,107,0.964,0,0.828,0.003,34,
34,social_high_4_replacement.mov,2,2,1,1909.981,1912.981,0.077,1.168,0.051,1.502,1919.375,1939.648,0.501,0.212,0.741,0.272,0.651,2.47,1.936,2.002,107,0.981,0,0.828,0.003,35,
35,social_high_5.m4v,2,2,1,1956.199,1959.199,0.034,1.585,0.04,1.185,1965.693,1985.666,0.5,0.665,0.751,0.516,2.736,1.785,3.254,1.418,107,0.932,0,0.828,0.003,36,
36,heights_low_2.m4v,1,1,2,10.061,13.085,0.543,4.105,0.5,1.035,26.963,46.953,0.062,0.054,0.036,0.4,1.735,1.085,1.552,3.638,108,,0,0.728,0.079,1,
37,heights_high_5.mov,1,2,1,64.455,67.455,0.509,3.621,0.096,1.518,81.34,101.329,0.649,0.593,0.806,0.452,1.752,1.568,1.435,5.156,108,0.903,0.111,0.728,0.079,2,
38,heights_low_6.m4v,1,1,1,120.734,123.734,0.402,3.17,0.068,0.784,136.418,154.405,0.051,0.044,0.5,0.5,1.452,1.702,0.017,0.017,108,0.75,0,0.728,0.079,3,
39,social_high_3.mov,2,2,2,167.085,170.085,0.62,4.555,0.152,0.985,179.348,199.705,0.38,0.635,0.874,0.743,4.488,1.385,1.518,1.952,108,0.758,0.107,0.728,0.079,4,
40,social_low_6.m4v,2,1,1,218.542,221.543,0.5,2.519,0.079,1.034,230.822,250.212,0.771,0.816,0.799,0.075,2.419,0.601,1.685,1.518,108,0.817,0,0.728,0.079,5,
41,social_high_1.mov,2,2,1,265.928,268.928,0.355,2.186,0.106,0.801,276.639,296.679,0.627,0.696,0.625,0.515,2.136,2.286,1.118,1.835,108,0.816,0,0.728,0.079,6,
42,spider_low_6.m4v,3,1,2,313.547,316.547,0.655,1.669,0.087,0.934,324.876,345.366,0.831,0.656,0.858,0.464,1.752,1.285,1.201,2.803,108,0.811,0,0.728,0.079,7,
43,spider_high_1.mov,3,2,1,361.9,364.901,0.729,1.585,0.19,2.086,372.295,392.268,0.894,0.653,0.724,0.095,1.468,1.001,0.884,1.635,108,0.783,0,0.728,0.079,8,
44,spider_high_5.m4v,3,2,1,406.75,409.75,0.86,1.635,0.248,1.151,417.262,437.735,0.832,0.798,0.826,0,1.151,1.035,1.301,1.485,108,0.795,0,0.728,0.079,9,
45,social_low_3.m4v,2,1,2,452.2,455.201,0.351,1.568,0.204,2.57,463.062,483.186,0.093,0.046,0.086,0.505,2.486,1.485,1.769,2.153,108,0.818,0,0.728,0.079,10,
46,spider_low_1.m4v,3,1,2,500.571,503.571,0.661,1.268,0.048,1.602,510.164,530.371,0.109,0.507,0.5,0.332,2.136,0.017,0.017,4.689,108,0.764,0,0.728,0.079,11,
47,heights_high_4.m4v,1,2,2,546.722,549.722,0.811,2.369,0.095,1.785,562.606,582.879,0.849,0.838,0.767,0.142,1.535,1.251,1.201,1.468,108,0.806,0,0.728,0.079,12,
48,spider_low_2.mov,3,1,2,675.531,678.531,0.731,1.218,0.052,1.435,684.908,705.431,0.259,0.161,0.695,0.736,1.502,1.185,2.403,1.485,108,0.81,0,0.728,0.079,13,
49,spider_low_4.m4v,3,1,1,721.498,724.499,0.641,1.819,0.173,1.001,731.042,751.516,0.117,0.087,0.114,0.477,1.285,1.168,2.419,1.585,108,0.779,0,0.728,0.079,14,
50,spider_high_2.m4v,3,2,1,767.466,770.466,0.5,0.401,0.117,1.402,777.994,798.017,0.771,0.5,0.66,0.157,1.285,0.017,1.685,1.635,108,0.801,0,0.728,0.079,15,
51,heights_low_3.mov,1,1,2,812.132,815.132,0.652,1.952,0.216,1.368,827.182,845.669,0.082,0.032,0.093,0.518,1.836,0.634,1.302,1.619,108,0.73,0.134,0.728,0.079,16,
52,social_low_1.m4v,2,1,2,860.552,863.553,0.2,2.553,0.073,1.502,872.332,893.123,0.457,0.482,0.483,0.5,2.203,0.484,0.684,0.567,108,0.78,0,0.728,0.079,17,
53,social_low_2.mov,2,1,1,906.553,909.553,0.324,2.636,0.142,1.218,917.131,938.456,0.099,0.136,0.068,0.477,2.003,0.717,1.018,1.168,108,0.827,0,0.728,0.079,18,
54,spider_high_4.m4v,3,2,2,952.854,955.855,0.703,1.318,0.081,1.502,963.399,983.856,1,1,0.935,0,1.101,0.734,1.719,1.352,108,0.923,0.106,0.728,0.079,19,
55,heights_high_1.m4v,1,2,2,998.255,1001.255,0.5,2.436,0.151,1.518,1013.939,1034.329,0.593,0.543,0.608,0.327,1.552,0.651,0.667,1.135,108,0.768,0,0.728,0.079,20,
56,heights_low_5.m4v,1,1,1,1047.826,1050.826,0.5,2.036,0.099,2.219,1063.81,1083.767,0.104,0.067,0.458,0.529,2.286,0.968,0.584,2.152,108,0.721,0,0.728,0.079,21,
57,heights_high_3.m4v,1,2,1,1099.25,1102.25,0.351,2.069,0.111,1.268,1114.316,1134.907,0.91,0.843,0.803,0.196,2.002,1.085,1.035,1.068,108,0.814,0.104,0.728,0.079,22,
58,social_high_5.m4v,2,2,2,1149.589,1152.589,0.136,1.035,0.054,1.185,1158.532,1178.505,0.371,0.33,0.233,0.321,1.302,0.701,0.868,1.836,108,0.76,0,0.728,0.079,23,
59,social_high_6.mov,2,2,1,1192.703,1195.703,0.217,2.353,0.171,0.851,1204.633,1225.156,0.689,0.646,0.712,0.174,2.536,0.834,0.567,0.851,108,0.916,0,0.728,0.079,24,
60,heights_low_1.m4v,1,1,2,1347.741,1350.742,0.748,1.118,0.109,1.352,1361.94,1382.915,0.104,0.085,0.093,0.83,1.185,0.834,1.335,1.502,108,0.71,0.201,0.728,0.079,25,
61,spider_high_6.mov,3,2,2,1397.263,1400.263,0.896,1.552,0.28,1.035,1406.573,1426.178,0.779,0.744,0.741,0.185,1.385,0.484,0.734,0.868,108,0.786,0,0.728,0.079,26,
62,spider_low_5.mov,3,1,1,1439.143,1442.143,0.2,1.785,0.198,1.585,1450.238,1470.544,0.754,0.659,0.223,0.515,1.201,0.551,0.684,0.017,108,0.776,0.107,0.728,0.079,27,
63,social_low_5.m4v,2,1,2,1482.491,1485.491,0.117,2.486,0.161,1.118,1492.818,1512.775,0,0.023,0.058,0.263,1.986,0.834,0.934,1.952,108,0.592,0,0.728,0.079,28,
64,heights_high_6.mov,1,2,2,1527.974,1530.974,0.31,3.27,0.057,0.734,1543.708,1564.181,0.728,0.787,0.765,0.137,2.319,0.551,0.851,1.235,108,0.814,0.211,0.728,0.079,29,
65,heights_high_2.mov,1,2,1,1578.63,1581.63,0.5,2.036,0.083,1.835,1594.231,1615.087,0.671,0.596,0.568,0.26,2.019,0.734,0.718,1.352,108,0.803,0.101,0.728,0.079,30,
66,heights_low_4.m4v,1,1,1,1629.403,1632.403,0.742,1.819,0.113,1.285,1644.236,1665.227,0.059,0.115,0.134,0.85,1.302,0.751,0.768,1.135,108,0.786,0,0.728,0.079,31,
67,social_high_2.mov,2,2,2,1678.674,1681.674,0.098,2.636,0.097,1.135,1691.171,1712.112,0.112,0.168,0.748,0.671,2.636,1.101,1.685,1.135,108,0.946,0,0.728,0.079,32,
68,social_high_4_replacement.mov,2,2,1,1728.162,1731.163,0.111,2.353,0.095,0.934,1738.173,1758.446,0.794,0.713,0.633,0.211,1.785,0.801,0.868,0.801,108,0.941,0,0.728,0.079,33,
69,social_low_4.m4v,2,1,1,1772.194,1775.195,0.109,0.834,0.106,1.085,1781.838,1802.546,0.062,0.067,0.494,0.754,1.652,0.768,1.418,0.734,108,0.73,0.103,0.728,0.079,34,
70,spider_low_3.m4v,3,1,2,1816.61,1819.61,0.825,2.269,0.283,0.851,1826.454,1847.095,0.563,0.303,0.662,0.539,1.936,1.135,1.251,1.568,108,0.744,0.104,0.728,0.079,35,
71,spider_high_3.mov,3,2,1,1862.478,1865.478,0.359,2.453,0.185,1.285,1874.941,1895.047,0.5,0.5,0.5,0.5,1.135,0.4,0.651,0.617,108,0.869,0,0.728,0.079,36,
72,social_low_6.m4v,2,1,2,10.096,13.12,0.042,3.888,0,2.003,23.793,43.215,0.087,0.243,0.803,0.864,3.471,2.968,4.172,3.638,109,0.95,0.119,0.821,0.048,1,
73,social_high_2.mov,2,2,1,67.074,70.074,0.256,2.703,0.057,2.47,79.037,99.994,0.347,0.597,0.609,0.07,4.405,1.402,7.775,2.67,109,0.965,0,0.821,0.048,2,
74,spider_low_1.m4v,3,1,2,125.856,128.856,0.532,4.002,0.054,1.535,138.169,158.409,0.009,0.044,0.02,0.416,1.602,1.869,2.67,3.671,109,0.948,0,0.821,0.048,3,
75,heights_high_2.mov,1,2,2,177.813,180.814,0.124,2.136,0.066,2.1,193.831,214.705,0.685,0.952,0.78,0.378,2.069,3.304,3.738,3.904,109,0.936,0.101,0.821,0.048,4,
76,social_high_1.mov,2,2,2,237.329,240.33,0.048,3.437,0.09,2.369,251.945,272.002,0.253,0.029,0.931,1,4.038,2.336,2.67,0.832,109,0.857,0.11,0.821,0.048,5,
77,social_low_1.m4v,2,1,1,291.489,294.489,0.107,2.503,0.048,1.635,302.401,323.242,0,0,0,0.73,1.134,1.435,1.735,2.837,109,0.895,0,0.821,0.048,6,
78,heights_low_6.m4v,1,1,2,339.993,342.993,0.661,2.436,0.047,2.002,356.21,374.215,0.091,0.023,0.874,1,1.869,1.466,2.336,0.868,109,0.883,0,0.821,0.048,7,
79,heights_high_3.m4v,1,2,1,390.351,393.351,0.257,1.135,0.021,1.633,404.914,425.521,0.654,0.856,1,0.646,4.639,1.001,2.77,4.071,109,0.823,0.208,0.821,0.048,8,
80,heights_low_1.m4v,1,1,1,447.595,450.595,0.253,1.101,0.131,1.836,462.311,483.335,0,0,0.038,0.683,1.602,0.934,2.203,2.97,109,0.852,0,0.821,0.048,9,
81,spider_high_3.mov,3,2,2,500.637,503.638,0.699,2.002,0.044,1.869,511.282,531.405,0.857,0.967,1,0,5.706,1.435,2.503,0.501,109,0.733,0,0.821,0.048,10,
82,spider_low_2.mov,3,1,1,551.145,554.145,0.82,1.368,0.296,2.47,562.772,583.329,0.189,0.159,0.768,0.885,3.07,1.802,1.668,1.969,109,0.858,0,0.821,0.048,11,
83,spider_high_5.m4v,3,2,1,601.434,604.434,0.714,1.133,0.199,1.335,612.711,633.235,0.843,0.772,0.834,0.18,1.468,1.435,1.702,1.469,109,0.837,0,0.821,0.048,12,
84,heights_low_4.m4v,1,1,2,726.137,729.137,0.614,6.741,0.005,1.602,746.259,767.283,0.079,0.061,0.656,1,2.403,1.235,1.268,1.468,109,0.847,0.1,0.821,0.048,13,
85,heights_high_5.mov,1,2,1,783.283,786.283,0.029,1.969,0,0.601,797.632,817.638,0.093,0.093,0.784,0.751,1.702,1.033,1.201,1.867,109,0.853,0.111,0.821,0.048,14,
86,heights_high_1.m4v,1,2,1,833.055,836.055,0.147,1.034,0.12,1.101,846.97,867.377,0.879,0.82,0.903,0.642,1.402,0.801,1.635,2.97,109,0.842,0.106,0.821,0.048,15,
87,social_high_6.mov,2,2,2,883.778,886.778,0,1.902,0.068,1.001,894.456,914.996,0.047,0.142,0.699,0.738,1.602,1.068,2.336,4.806,109,0.932,0,0.821,0.048,16,
88,social_low_5.m4v,2,1,1,934.4,937.401,0.057,1.601,0.011,1.468,946.263,966.236,0,0,0,0.734,1.201,0.735,2.937,1.435,109,0.873,0,0.821,0.048,17,
89,social_low_3.m4v,2,1,1,982.136,985.137,0.063,1.068,0,0.934,990.929,1011.069,0,0,0.654,0.971,1.068,0.733,2.202,1.769,109,0.887,0,0.821,0.048,18,
90,heights_low_2.m4v,1,1,2,1026.452,1029.452,0.288,1.335,0.073,1.268,1040.851,1060.874,0,0,0.826,1,1.869,0.935,1.402,1.001,109,0.886,0,0.821,0.048,19,
91,spider_low_4.m4v,3,1,2,1075.673,1078.673,0.684,2.67,0.07,1.633,1087.753,1108.26,0.048,0.037,0.026,0.254,2.236,1.302,1.435,2.069,109,0.897,0.105,0.821,0.048,20,
92,spider_low_5.mov,3,1,1,1124.911,1127.911,0.678,1.602,0.026,1.268,1136.557,1156.88,0.688,0.634,0.712,0.21,2.837,1.735,2.436,1.602,109,0.848,0,0.821,0.048,21,
93,social_high_4_replacement.mov,2,2,2,1175.083,1178.083,0.026,1.368,0,0.834,1184.076,1204.366,0.02,0.035,0.732,0.49,2.503,1.268,1.668,2.97,109,0.878,0,0.821,0.048,22,
94,spider_high_6.mov,3,2,2,1222.369,1225.369,0.695,4.837,0.087,1.101,1235.083,1254.705,0.665,0.893,0.885,0.011,1.535,1.502,1.568,1.569,109,0.844,0,0.821,0.048,23,
95,spider_high_2.m4v,3,2,1,1270.472,1273.472,0.779,1.235,0.19,2.67,1281.15,1301.224,0.835,0.89,0.901,0.019,1.602,1.201,0.801,1.669,109,0.846,0,0.821,0.048,24,
96,social_low_2.mov,2,1,2,1388.803,1391.803,0.089,2.436,0.047,1.399,1399.415,1420.756,0.191,0.261,0.651,0.509,1.835,2.536,1.035,3.237,109,0.863,0,0.821,0.048,25,
97,spider_low_3.m4v,3,1,2,1439.009,1442.009,0.715,1.468,0.045,1.001,1448.252,1468.926,0.362,0.552,0.731,0.585,2.336,3.604,1.068,0.834,109,0.934,0.103,0.821,0.048,26,
98,heights_low_3.mov,1,1,2,1486.378,1489.378,0.086,1.435,0.034,1.235,1500.827,1519.331,0,0,0.404,0.904,2.236,0.701,1.769,1.402,109,0.881,0.133,0.821,0.048,27,
99,heights_low_5.m4v,1,1,1,1535.048,1538.048,0.119,1.936,0.03,2.236,1550.999,1570.989,0.048,0.087,0.778,1,1.702,1.402,1.302,0.901,109,0.936,0,0.821,0.048,28,
100,heights_high_6.mov,1,2,1,1585.888,1588.888,0.205,2.87,0.059,1.5,1602.056,1622.545,0.889,0.883,0.98,0.117,1.535,1.035,0.901,1.035,109,0.884,0.316,0.821,0.048,29,
101,spider_high_4.m4v,3,2,2,1636.663,1639.663,0.677,1.702,0.106,2.002,1648.156,1668.647,1,1,1,0,3.204,1.032,0.935,0.966,109,0.906,0,0.821,0.048,30,
102,spider_low_6.m4v,3,1,1,1684.38,1687.38,0.862,1.301,0.301,1.201,1695.659,1716.183,0.826,0.817,0.745,0.045,1.736,0.901,3.037,2.269,109,0.902,0.105,0.821,0.048,31,
103,spider_high_1.mov,3,2,1,1733.718,1736.718,0.742,2.703,0.059,1.135,1744.33,1764.319,0.906,0.9,0.85,0.082,1.769,0.901,1.134,1.268,109,0.929,0,0.821,0.048,32,
104,social_low_4.m4v,2,1,2,1778.985,1781.985,0.044,0.999,0,1.435,1789.196,1809.92,0.001,0,0.656,0.905,2.069,1.068,2.536,1.635,109,0.971,0,0.821,0.048,33,
105,social_high_5.m4v,2,2,1,1826.838,1829.838,0.031,2.134,0.042,1.435,1837.199,1857.222,0.068,0.308,0.963,0.96,2.002,2.002,2.536,1.435,109,0.915,0,0.821,0.048,34,
106,social_high_3.mov,2,2,1,1874.791,1877.791,0.058,3.304,0.072,2.334,1889.223,1909.596,0.248,0.592,0.767,0.593,2.837,0.768,1.566,2.803,109,0.99,0.213,0.821,0.048,35,
107,heights_high_4.m4v,1,2,2,1927.166,1930.166,0.105,2.035,0.039,1.368,1942.349,1962.656,0.94,0.924,1,0.313,1.869,1.202,0.668,2.536,109,0.941,0.107,0.821,0.048,36,
108,social_high_3.mov,2,2,2,10.061,13.085,0.272,4.605,0.041,2.787,26.213,46.569,0.732,0.727,0.946,0.258,2.603,4.155,2.636,2.519,110,0.806,0,,0.062,1,
109,heights_low_2.m4v,1,1,2,67.992,70.992,0.087,3.738,0.109,3.17,86.646,106.653,0,0,0,1,1.819,1.235,1.685,1.735,110,0.785,0.111,,0.062,2,
110,heights_high_4.m4v,1,2,1,122.619,125.619,0.35,5.106,0.228,1.902,141.356,161.63,0.65,0.725,0.761,0.201,3.42,2.186,1.935,1.518,110,0.833,0.108,,0.062,3,
111,heights_high_2.mov,1,2,1,180.183,183.183,0.208,2.57,0.291,2.419,196.901,217.758,0.651,0.6,0.833,0.364,2.803,1.802,2.92,3.12,110,0.78,0.101,,0.062,4,
112,spider_high_2.m4v,3,2,2,237.897,240.897,0.377,5.94,0.156,1.435,253.014,273.037,0.293,0.131,0.379,0.4,2.036,1.268,2.803,4.872,110,0.812,0,,0.062,5,
113,heights_low_3.mov,1,1,2,293.508,296.508,0.363,2.903,0.104,5.039,313.18,331.651,0,0,0.651,1,3.404,2.036,1.835,1.302,110,0.833,0.134,,0.062,6,
114,social_high_2.mov,2,2,2,349.72,352.72,0.401,3.287,0.233,1.919,361.65,382.59,0.656,0.724,0.916,0.163,3.02,1.619,1.518,1.986,110,0.819,0,,0.062,7,
115,social_low_3.m4v,2,1,1,400.226,403.226,0.215,5.49,0.246,2.786,415.226,435.349,0,0,0.889,0.875,1.802,1.035,1.402,1.852,110,0.796,0,,0.062,8,
116,social_low_2.mov,2,1,1,450.932,453.933,0.308,3.471,0.171,1.518,463.646,484.971,0.751,0.792,0.697,0.254,2.953,1.468,1.585,1.869,110,0.822,0.097,,0.062,9,
117,spider_high_6.mov,3,2,2,502.339,505.34,0.211,2.086,0.146,2.937,514.085,533.691,0.427,0.677,0.78,0.264,2.953,1.151,1.218,1.268,110,0.843,0.116,,0.062,10,
118,spider_low_1.m4v,3,1,1,549.775,552.775,0.248,3.687,0.313,4.055,564.241,584.465,0.482,0.633,0.531,0.219,4.789,2.57,1.952,1.769,110,0.804,0,,0.062,11,
119,spider_low_3.m4v,3,1,1,605.036,608.036,0.334,4.272,0.259,2.553,620.587,641.244,0.428,0.597,0.414,0.369,3.604,2.336,3.554,1.685,110,0.809,0,,0.062,12,
120,heights_high_3.m4v,1,2,2,742.038,745.038,0.279,4.238,0.262,2.62,760.625,781.215,0.709,0.745,0.893,0.308,2.486,2.086,1.936,2.303,110,0.847,0.209,,0.062,13,
121,social_high_6.mov,2,2,2,799.518,802.518,0.297,2.753,0.495,4.138,813.133,833.656,0.616,0.736,0.668,0.153,2.486,1.468,1.802,2.336,110,0.858,0,,0.062,14,
122,social_high_5.m4v,2,2,1,851.242,854.242,0.366,3.07,0.165,2.62,865.658,885.631,0.63,0.637,0.893,0.776,2.536,1.735,1.235,2.353,110,0.776,0,,0.062,15,
123,heights_low_6.m4v,1,1,2,902.983,905.983,0.188,3.254,0.332,2.002,919.968,937.956,0.051,0.087,0.845,0.913,1.969,1.769,1.468,2.186,110,0.82,0,,0.062,16,
124,heights_high_6.mov,1,2,1,954.84,957.84,0.318,2.186,0.189,1.318,970.073,990.546,0.693,0.691,0.822,0.261,2.837,1.719,1.569,1.268,110,0.779,0.106,,0.062,17,
125,heights_low_5.m4v,1,1,1,1007.432,1010.432,0.362,14.983,0.151,0.884,1035.028,1055.002,0.002,0,0.697,0.95,1.769,0.901,5.79,2.269,110,0.739,0.111,,0.062,18,
126,spider_low_6.m4v,3,1,2,1075.223,1078.223,0.5,0.351,0.376,2.419,1084.717,1105.207,0.253,0.204,0.061,0.647,2.036,2.086,1.902,2.953,110,0.77,0,,0.062,19,
127,spider_high_4.m4v,3,2,1,1123.677,1126.677,0.045,2.853,0.189,2.169,1136.424,1156.864,0.625,0.811,0.647,0.063,4.438,1.685,1.702,1.769,110,0.829,0.106,,0.062,20,
128,spider_high_1.mov,3,2,1,1175.951,1178.952,0.274,2.553,0.428,4.005,1191.235,1211.207,0.289,0.238,0.652,0.189,16.201,4.405,1.452,13.632,110,,0.111,,0.062,21,
129,social_low_6.m4v,2,1,2,1256.39,1259.39,0.314,6.874,0.209,1.602,1271.59,1290.98,0.306,0.157,0.783,0.676,1.936,1.101,1.585,1.302,110,,0.238,,0.062,22,
130,social_low_5.m4v,2,1,1,1306.396,1309.396,0.219,1.902,0.365,2.102,1318.125,1338.082,0.086,0.128,0.207,0.735,38.86,1.268,1.852,2.002,110,,0,,0.062,23,
131,spider_low_4.m4v,3,1,2,1391.557,1394.557,0.453,3.688,0.266,1.001,1402.969,1423.46,0.082,0.129,0.25,0.65,2.019,1.185,1.568,1.502,110,,0,,0.062,24,
132,heights_low_1.m4v,1,1,2,1522.451,1525.452,0.174,3.487,0.171,0.951,1538.619,1559.577,0.121,0.099,0.282,0.909,2.353,0.868,1.752,3.104,110,0.937,0,,0.062,25,
133,heights_high_5.mov,1,2,1,1577.145,1580.145,0.239,2.453,0.272,3.02,1594.348,1614.337,0.366,0.457,0.76,0.66,2.97,3.371,1.935,1.251,110,0.967,0.222,,0.062,26,
134,spider_high_5.m4v,3,2,2,1633.357,1636.358,0.306,1.886,0.179,3.871,1645.838,1666.312,0.361,0.616,0.55,0.158,2.102,2.486,5.306,1.785,110,0.91,0,,0.062,27,
